ID,Ranking,JP,EN,JP Furigana,Pronounciation,Sentence JP,Sentence EN,Sentence Romaji,Sentence pronounciation,Explanation,Image
JPN1K-852,852,今から,"hence, from now, from the present moment, from this time forward",今[いま]から,いまから,私[わたし]は 今[いま]から 家[いえ]に 行[い]きます。,I’m going home now.,Watashi wa ima kara ie ni ikimasu.,私は今から家に行きます。,Polite. 今から marks that the action starts now.,<img src='JPN1K-852.jpeg'>
JPN1K-853,853,意見,"opinion, view, comment",意見[いけん],いけん,あなたの 意見[いけん]を 教[おし]えてください。,Please tell me your opinion.,Anata no iken o oshiete kudasai.,あなたの意見を教えてください。,教えてください is a polite way to ask someone to tell or teach you something. を marks 意見 as the object.,<img src='JPN1K-853.jpeg'>
JPN1K-854,854,ようこそ,"welcome!, nice to see you!",ようこそ,ようこそ,ようこそこちらへ、どうぞ。,"Welcome! This way, please.","Youkoso kochira e, douzo.",ようこそこちらへ、どうぞ。,A set phrase to greet guests. Often used with へ to point to the place you’re welcoming them to.,<img src='JPN1K-854.jpeg'>
JPN1K-855,855,下がる,"to hang down, to abate, to retire, to fall, to step back",下[さ]がる,さがる,今[いま]、少し 下[さ]がるね。,I'll step back a little now.,"Ima, sukoshi sagaru ne.",今、少し下がるね。,Casual. 下がる is intransitive: the subject moves back or goes down by itself.,<img src='JPN1K-855.jpeg'>
JPN1K-856,856,ここから,"hereout, from hence, from here, from this place",ここから,ここから,ここからどこへいきますか？,Where do we go from here?,Koko kara doko e ikimasu ka?,ここからどこへいきますか？,ここから marks the starting point. Common with movement verbs like いきます.,<img src='JPN1K-856.jpeg'>
JPN1K-857,857,外す,"to unfasten, to undo, to remove",外[はず]す,はずす,それ を 予定[よてい] から 外す。,Remove it from the schedule.,Sore o yotei kara hazusu.,それを予定から外す。,外す is a casual verb meaning to remove or take off. Here it means to exclude something from a plan or schedule.,<img src='JPN1K-857.jpeg'>
JPN1K-858,858,久しぶり,"a long time (since the last time), it's been a while (since I last saw, mailed, etc., you)",久[ひさ]しぶり,ひさしぶり,久しぶり、 元気[げんき] です か？,"Long time no see, how are you?","Hisashiburi, genki desu ka?",久しぶり、元気ですか？,久しぶり is a casual opener when you meet someone after a while. 元気ですか is a polite way to ask how they are.,<img src='JPN1K-858.jpeg'>
JPN1K-859,859,想像,"imagination, guess",想像[そうぞう],そうぞう,君[きみ]は 想像[そうぞう]できるの？,Can you imagine it?,Kimi wa sozou dekiru no?,君は想像できるの？,"Casual question. Noun + dekiru means “can do,” so here it’s “can imagine.”",<img src='JPN1K-859.jpeg'>
JPN1K-860,860,いっぱい,full,いっぱい,いっぱい,部屋[へや]は もう いっぱい です。,The room is already full.,Heya wa mou ippai desu.,部屋はもういっぱいです。,いっぱい can mean “full” or “a lot.” Here it describes capacity in a polite sentence.,<img src='JPN1K-860.jpeg'>
JPN1K-861,861,森,forest,森[もり],もり,明日[あした]森[もり] に 行[い]きましょうか？,Shall we go to the forest tomorrow?,Ashita mori ni ikimashou ka?,明日森に行きましょうか？,に marks the destination. 〜ましょうか politely suggests doing something together.,<img src='JPN1K-861.jpeg'>
JPN1K-862,862,枚,counter for flat objects (e.g. sheets of paper),枚[まい],まい,写真[しゃしん]を 二[に]枚[まい]ください。,"Two photos, please.",Shashin o ni mai kudasai.,写真を二枚ください。,枚 is the counter for flat things like photos and shirts. It goes after the number.,<img src='JPN1K-862.jpeg'>
JPN1K-863,863,学ぶ,"to study (in depth), to learn, to take lessons in",学[まな]ぶ,まなぶ,君[きみ]は 今日[きょう]ここで 一緒[いっしょ]に 学[まな]ぶ？,Will you study here with me today?,Kimi wa kyou koko de issho ni manabu?,君は今日ここで一緒に学ぶ？,Manabu feels a bit formal and suggests learning in depth. This is a casual question.,<img src='JPN1K-863.jpeg'>
JPN1K-864,864,人たち,people,人[ひと]たち,ひとたち,人[ひと]たち は どこ に いる？,Where are the people?,Hitotachi wa doko ni iru?,人たちはどこにいる？,たち adds a plural feel to 人. Casual question using iru for people.,<img src='JPN1K-864.jpeg'>
JPN1K-865,865,監督,"supervision, control, superintendence, direction",監督[かんとく],かんとく,監督[かんとく]はどこですか。,Where is the director?,Kantoku wa doko desu ka.,監督はどこですか。,監督 is used for a film director or a sports manager. This is a polite question.,<img src='JPN1K-865.jpeg'>
JPN1K-866,866,飯,"food, cooked rice",飯[めし],めし,飯[めし] は もう 食[た]べた？,Have you eaten yet?,Meshi wa mou tabeta?,飯はもう食べた？,飯 (meshi) is casual and a bit rough; often used by men with friends. Use ご飯 (gohan) for neutral/polite.,<img src='JPN1K-866.jpeg'>
JPN1K-867,867,悪魔,"devil, demon, fiend, evil spirit",悪魔[あくま],あくま,彼[かれ]は 悪魔[あくま]ですか？,Is he a devil?,Kare wa akuma desu ka?,彼は悪魔ですか？,ですか makes a polite yes/no question.,<img src='JPN1K-867.jpeg'>
JPN1K-868,868,旅,"travel, trip, journey",旅[たび],たび,旅[たび] は 楽[たの]しい です。,Travel is fun.,Tabi wa tanoshii desu.,旅は楽しいです。,"旅 is often a bit poetic. For daily speech people also say 旅行, but 旅 feels more like a personal journey. Polite form.",<img src='JPN1K-868.jpeg'>
JPN1K-869,869,あっち,"that way (direction distant from both speaker and listener), over there, yonder",あっち,あっち,トイレはあっちですか？,Is the restroom that way?,Toire wa acchi desu ka?,トイレはあっちですか？,Polite question with desu ka. あっち is casual; use あちら for polite.,<img src='JPN1K-869.jpeg'>
JPN1K-870,870,不安,"anxiety, uneasiness, insecurity, suspense",不安[ふあん],ふあん,今[いま]少[すこ]し 不安[ふあん]です。,I'm a little anxious now.,Ima sukoshi fuan desu.,今少し不安です。,Polite. Used to say you feel uneasy right now.,<img src='JPN1K-870.jpeg'>
JPN1K-871,871,従う,"to abide (by the rules), to obey, to follow, to accompany",従[したが]う,したがう,はい、 私[わたし]は 先生[せんせい]に 従[したが]う。,"Yes, I will obey the teacher.","Hai, watashi wa sensei ni shitagau.",はい、私は先生に従う。,Use に to mark who or what you obey or follow. Plain form here (casual).,<img src='JPN1K-871.jpeg'>
JPN1K-872,872,現場,"actual spot, scene, scene of the crime, site, location, setting",現場[げんば],げんば,現場[げんば] は どこ ですか。,Where is the site?,Genba wa doko desu ka.,現場はどこですか。,"Genba is the actual place where something happens (e.g., worksite, scene of an incident). This is a polite question.",<img src='JPN1K-872.jpeg'>
JPN1K-873,873,試す,"to attempt, to test, to try out",試[ため]す,ためす,これ を 今[いま]試[ため]す ね。,I'll try this now.,Kore o ima tamesu ne.,これを今試すね。,"Casual plain form. ね softens the tone, like saying “okay?”",<img src='JPN1K-873.jpeg'>
JPN1K-874,874,正解,"correct, right, correct interpretation (answer, solution)",正解[せいかい],せいかい,それは 正解[せいかい]です。,That's correct.,Sore wa seikai desu.,それは正解です。,Used to say an answer is correct. Polite with desu.,<img src='JPN1K-874.jpeg'>
JPN1K-875,875,去る,"to leave, to go away",去[さ]る,さる,じゃあ 私[わたし]は 去[さ]るね。,"Well, I'm leaving now.",Jaa watashi wa saru ne.,じゃあ私は去るね。,"Saru sounds formal/poetic. In daily talk, people usually say iku or kaeru instead.",<img src='JPN1K-875.jpeg'>
JPN1K-876,876,誘う,"to invite, to ask, to call (for)",誘[さそ]う,さそう,どうして 私[わたし] を 誘[さそ]う の？,Why are you inviting me?,Doushite watashi o sasou no?,どうして私を誘うの？,Casual. を marks the person being invited. の？ softens the question.,<img src='JPN1K-876.jpeg'>
JPN1K-877,877,付ける,"to wear, to attach, to join, to add, to append, to affix, to stick, to glue, to fasten, to sew on, to apply (ointment)",付[つ]ける,つける,手[て]に 薬[くすり]を 付ける。,Put medicine on my hand.,Te ni kusuri o tsukeru.,手に薬を付ける。,"Here 付ける means to apply/put on. Use X を 付ける, and に marks where you apply it.",<img src='JPN1K-877.jpeg'>
JPN1K-878,878,最も,"most, extremely",最[もっと]も,もっとも,これ は 最も 重要[じゅうよう] です。,This is the most important.,Kore wa mottomo juuyou desu.,これは最も重要です。,最も is a formal way to say 'most' before adjectives. Common in writing or polite speech.,<img src='JPN1K-878.jpeg'>
JPN1K-879,879,それでも,"but (still), and yet, nevertheless, even so, notwithstanding",それでも,それでも,お 金[かね]がありませんが、それでも 行[い]きます。,"I don't have money, but even so, I'll go.","O kane ga arimasen ga, soredemo ikimasu.",お金がありませんが、それでも行きます。,"それでも adds a strong contrast, like “even so” or “nevertheless.” Often used after stating a problem or reason.",<img src='JPN1K-879.jpeg'>
JPN1K-880,880,任務,"duty, function, office, mission, task",任務[にんむ],にんむ,それは あなたの 任務ですか？,Is that your mission?,Sore wa anata no ninmu desu ka?,それはあなたの任務ですか？,"任務 sounds formal, used for official duties or missions at work, police, or military.",<img src='JPN1K-880.jpeg'>
JPN1K-881,881,勝てる,"to win, to gain victory",勝[か]てる,かてる,私[わたし]は 勝[か]てる と 思[おも]う。,I think I can win.,Watashi wa kateru to omou.,私は勝てると思う。,"勝てる is the potential form of 勝つ, meaning “can win.” This is casual speech.",<img src='JPN1K-881.jpeg'>
JPN1K-882,882,嫌う,"to hate, to dislike, to loathe",嫌[きら]う,きらう,彼[かれ] は 魚[さかな] を 嫌[きら]う。,He dislikes fish.,Kare wa sakana o kirau.,彼は魚を嫌う。,嫌う is a verb meaning to dislike or avoid. It sounds a bit formal/stronger than saying 嫌いです.,<img src='JPN1K-882.jpeg'>
JPN1K-883,883,反応,"reaction, response",反応[はんのう],はんのう,反応[はんのう] が 遅[おそ]い よ。,You're slow to respond.,Hannou ga osoi yo.,反応が遅いよ。,Casual. Often said when someone replies slowly to messages or questions.,<img src='JPN1K-883.jpeg'>
JPN1K-884,884,黒,black,黒[くろ],くろ,黒[くろ]がいいです。,I prefer black.,Kuro ga ii desu.,黒がいいです。,が いいです expresses a preference when choosing. Polite and common for colors or items.,<img src='JPN1K-884.jpeg'>
JPN1K-885,885,博士,"doctorate, PhD, Dr (as a title)",博士[はかせ],はかせ,あの 博士[はかせ] は 先生[せんせい] です。,That doctor is a teacher.,Ano hakase wa sensei desu.,あの博士は先生です。,"博士 is a title for someone with a PhD, not a medical doctor. You can say ""X 博士"" to refer to Dr. X politely.",<img src='JPN1K-885.jpeg'>
JPN1K-886,886,待てる,to wait,待[ま]てる,まてる,あの 今日[きょう]は 少[すこ]し 待[ま]てる？,"Um, can you wait a little today?",Ano kyou wa sukoshi materu?,あの今日は少し待てる？,"待てる is the casual potential form of 待つ, meaning can wait. This sounds friendly/informal.",<img src='JPN1K-886.jpeg'>
JPN1K-887,887,自信,"self-confidence, confidence (in oneself)",自信[じしん],じしん,私[わたし] は 自信 が あります。,I have confidence.,Watashi wa jishin ga arimasu.,私は自信があります。,"が あります is used to say you have something, including abstract things like confidence. Polite form.",<img src='JPN1K-887.jpeg'>
JPN1K-888,888,勝利,"victory, triumph, conquest, success, win",勝利[しょうり],しょうり,君[きみ] の 勝利[しょうり] おめでとう！,Congrats on your win!,Kimi no shori omedetou!,君の勝利おめでとう！,"Casual and friendly. 君 is informal “you,” used with friends.",<img src='JPN1K-888.jpeg'>
JPN1K-889,889,間違う,"to make a mistake, to be incorrect, to be mistaken",間違[まちが]う,まちがう,それだと 間違[まちが]う よ。,"If you do that, you'll be wrong.",Sore dato machigau yo.,それだと間違うよ。,Plain nonpast can state a general result or prediction. Yo adds friendly emphasis.,<img src='JPN1K-889.jpeg'>
JPN1K-890,890,動物,animal,動物[どうぶつ],どうぶつ,私[わたし]は 動物[どうぶつ]が 好[す]きです。,I like animals.,Watashi wa doubutsu ga suki desu.,私は動物が好きです。,好きです is a polite way to say you like something. が marks what is liked.,<img src='JPN1K-890.jpeg'>
JPN1K-891,891,希望,"hope, wish, aspiration",希望[きぼう],きぼう,あなたの 希望[きぼう]は 何[なに]ですか？,What is your preference?,Anata no kibou wa nani desu ka?,あなたの希望は何ですか？,Here 希望 means preference or wish. This is a polite way to ask.,<img src='JPN1K-891.jpeg'>
JPN1K-892,892,こら,"hey!, interjection meant to scold or reprove someone",こら,こら,こら、そこはダメだよ。,"Hey, not there!","Kora, soko wa dame da yo.",こら、そこはダメだよ。,"こら is a casual scolding word, often used to kids or pets. It sounds strong; avoid using it with strangers.",<img src='JPN1K-892.jpeg'>
JPN1K-893,893,相談,"consultation, discussion",相談[そうだん],そうだん,ちょっと 相談[そうだん] いい ですか。,Can I ask your advice for a moment?,Chotto soudan ii desu ka.,ちょっと相談いいですか。,"相談 is used when you want to discuss a problem or ask for advice. This is a polite, common way to start that.",<img src='JPN1K-893.jpeg'>
JPN1K-894,894,姉,"older sister, elder sister",姉[あね],あね,姉[あね]は 先生[せんせい]です。,My older sister is a teacher.,Ane wa sensei desu.,姉は先生です。,"姉 is usually used for your own older sister. For someone else’s older sister, people often say oneesan.",<img src='JPN1K-894.jpeg'>
JPN1K-895,895,覚悟,"resolution, resignation, readiness, preparedness",覚悟[かくご],かくご,覚悟[かくご]はいいですか？,Are you ready?,Kakugo wa ii desu ka?,覚悟はいいですか？,Polite question. 覚悟 is mental readiness or resolve before doing something.,<img src='JPN1K-895.jpeg'>
JPN1K-896,896,ベッド,bed,ベッド,ベッド,もうベッドで 寝[ね]ます。,I’m going to bed now.,Mou beddo de nemasu.,もうベッドで寝ます。,もう adds the sense of “now/already.” This is a polite way to say you’re going to sleep.,<img src='JPN1K-896.jpeg'>
JPN1K-897,897,当たる,"to be hit, to strike",当[あ]たる,あたる,ボール が 頭[あたま] に 当[あ]たる。,The ball hits my head.,Booru ga atama ni ataru.,ボールが頭に当たる。,Here 当たる means to hit/strike physically. Plain casual form.,<img src='JPN1K-897.jpeg'>
JPN1K-898,898,後で,afterwards,後[あと]で,あとで,後で また 電話[でんわ]ください。,Please call again later.,Ato de mata denwa kudasai.,後でまた電話ください。,後で is often used to set a later time for an action. It’s common in polite requests like this.,<img src='JPN1K-898.jpeg'>
JPN1K-899,899,奥さん,"wife, your wife, his wife, married lady, madam",奥[おく]さん,おくさん,奥さんは 元気[げんき]ですか。,Is your wife well?,Okusan wa genki desu ka?,奥さんは元気ですか。,Polite way to refer to someone else’s wife. Genki desu ka asks if someone is doing well.,<img src='JPN1K-899.jpeg'>
JPN1K-900,900,恋,(romantic) love,恋[こい],こい,私[わたし]は 今[いま]恋[こい]がしたい。,I want to fall in love now.,Watashi wa ima koi ga shitai.,私は今恋がしたい。,恋をする is a common phrase meaning to fall or be in love. 恋がしたい is a natural way to say you want to experience love.,<img src='JPN1K-900.jpeg'>
JPN1K-901,901,思い,thought,思[おも]い,おもい,私[わたし]も 同[おな]じ思いです。,I feel the same.,Watashi mo onaji omoi desu.,私も同じ思いです。,思い is a noun for feelings or thoughts. Common in polite phrases like 同じ思いです.,<img src='JPN1K-901.jpeg'>
JPN1K-902,902,取れる,"to come off, to be removed",取[と]れる,とれる,今日[きょう] の 予約[よやく] は 取れる ？,Can we get a reservation for today?,Kyou no yoyaku wa toreru?,今日の予約は取れる ？,"In 予約が取れる, 取れる means you can secure/get something. This is a casual question.",<img src='JPN1K-902.jpeg'>
JPN1K-903,903,いい子,"good boy, good girl",いい 子[こ],いい こ,あなた は いい子 です ね。,You’re a good kid.,Anata wa ii ko desu ne.,あなたはいい子ですね。,Common gentle praise for children or pets. ね softens the tone; です makes it polite.,<img src='JPN1K-903.jpeg'>
JPN1K-904,904,太,"fat, fatty",太[ふとし],ふとし,私[わたし]の 名前[なまえ]は 太[ふとし]です。,My name is Futoshi.,Watashi no namae wa Futoshi desu.,私の名前は太です。,Here 太 is used as the male given name Futoshi (read ふとし).,<img src='JPN1K-904.jpeg'>
JPN1K-905,905,起こる,"to occur, to happen",起[お]こる,おこる,今[いま]はここで 何[なに]が 起[お]こるの？,What will happen here now?,Ima wa koko de nani ga okoru no?,今はここで何が起こるの？,起こる is used for events that happen. The ending の makes the question softer and casual.,<img src='JPN1K-905.jpeg'>
JPN1K-906,906,立てる,"to stand up, to put up, to set up, to erect, to raise",立[た]てる,たてる,明日[あした]、 一緒[いっしょ]に 予定[よてい]を 立[た]てる？,Make plans together tomorrow?,"Ashita, issho ni yotei o tateru?",明日、一緒に予定を立てる？,予定を立てる is a common phrase meaning to make plans. This is a casual question.,<img src='JPN1K-906.jpeg'>
JPN1K-907,907,ありがと,thank you,ありがと,ありがと,ありがと、 本当[ほんとう]に 助[たす]かった よ。,"Thanks, that really helped.","Arigato, hontou ni tasukatta yo.",ありがと、本当に助かったよ。,"ありがと is very casual. Use it with friends or family, not in polite situations.",<img src='JPN1K-907.jpeg'>
JPN1K-908,908,過ごす,"to pass (time), to spend",過[す]ごす,すごす,ここで 過[す]ごすのが 好[す]きです。,I like spending time here.,Koko de sugosu no ga suki desu.,ここで過ごすのが好きです。,"Here 過ごす means spend time, not money. The pattern X + のが + 好きです means “I like doing X.”",<img src='JPN1K-908.jpeg'>
JPN1K-909,909,誕生日,birthday,誕生日[たんじょうび],たんじょうび,誕生日 は いつ ですか。,When is your birthday?,Tanjoubi wa itsu desu ka.,誕生日はいつですか。,Pattern X は いつ ですか politely asks “When is X?”,<img src='JPN1K-909.jpeg'>
JPN1K-910,910,その後,"after that, afterwards, thereafter",その 後[ご],その ご,その 後[ご]は 東京[とうきょう]へ 行[い]く？,"After that, will you go to Tokyo?",Sono go wa Tokyo e iku?,その後は東京へ行く？,その後 is used to ask or say what happens next. Very common when planning the next step.,<img src='JPN1K-910.jpeg'>
JPN1K-911,911,撮影,"photography (still or motion), photographing, filming, shooting, (video) recording",撮影[さつえい],さつえい,撮影[さつえい] は ここ で いい です か。,Is filming okay here?,Satsuei wa koko de ii desu ka?,撮影はここでいいですか。,Polite way to ask permission in a place. Use it before you start recording or taking photos.,<img src='JPN1K-911.jpeg'>
JPN1K-912,912,隠れる,"to hide, to be hidden, to conceal oneself, to disappear",隠[かく]れる,かくれる,ここに 隠[かく]れる の？,Are you hiding here?,Koko ni kakureru no?,ここに隠れるの？,Casual question ending の makes it softer. 隠れる is intransitive (to hide yourself); use 隠す to hide something.,<img src='JPN1K-912.jpeg'>
JPN1K-913,913,信用,"confidence, dependence, credit, faith, reliance, belief, credence, trust",信用[しんよう],しんよう,君[きみ] を 信用[しんよう] します。,I trust you.,Kimi o shinyou shimasu.,君を信用します。,信用する means to trust. Use を with the person or thing you trust; this is the polite ます form.,<img src='JPN1K-913.jpeg'>
JPN1K-914,914,カメラ,camera,カメラ,カメラ,カメラ は どこ ですか。,Where is the camera?,Kamera wa doko desu ka.,カメラはどこですか。,ですか makes it a polite question. どこ means where.,<img src='JPN1K-914.jpeg'>
JPN1K-915,915,集まる,"to gather, to collect, to assemble",集[あつ]まる,あつまる,みんな ここ に 集[あつ]まる？,Is everyone gathering here?,Minna koko ni atsumaru?,みんなここに集まる？,Casual question using the plain form with rising intonation. Sounds friendly and informal.,<img src='JPN1K-915.jpeg'>
JPN1K-916,916,結局,"after all, eventually, in the end",結局[けっきょく],けっきょく,結局[けっきょく]私[わたし]は 行[い]きませんでした。,"In the end, I didn’t go.",Kekkyoku watashi wa ikimasen deshita.,結局私は行きませんでした。,結局 is often put at the start to sum up the final result of something.,<img src='JPN1K-916.jpeg'>
JPN1K-917,917,速い,"fast, quick, hasty, brisk",速[はや]い,はやい,この 車[くるま] は 速[はや]い です。,This car is fast.,Kono kuruma wa hayai desu.,この車は速いです。,速い describes speed. Using です makes it polite and neutral.,<img src='JPN1K-917.jpeg'>
JPN1K-918,918,研究,"study, research, investigation",研究[けんきゅう],けんきゅう,映画[えいが] を 研究[けんきゅう] しますか？,Do you study film?,Eiga o kenkyuu shimasu ka?,映画を研究しますか？,研究 often goes with する to mean “to research/study (a topic).” This is a polite question.,<img src='JPN1K-918.jpeg'>
JPN1K-919,919,望み,"wish, desire, hope",望[のぞ]み,のぞみ,君[きみ]の 望[のぞ]みは 何[なに]？,What is your wish?,Kimi no nozomi wa nani?,君の望みは何？,Casual question using kimi. 望み means a wish or hope you want.,<img src='JPN1K-919.jpeg'>
JPN1K-920,920,なのに,"and yet, despite this, but even so, but even then, however, nevertheless, for all that, notwithstanding that",なのに,なのに,彼[かれ]は 約束[やくそく] なのに 来[き]ません。,"He has a promise, and yet he doesn’t come.",Kare wa yakusoku nanoni kimasen.,彼は約束なのに来ません。,"なのに shows a strong contrast: even though X, Y. After a noun or na-adjective, use N + なのに.",<img src='JPN1K-920.jpeg'>
JPN1K-921,921,努力,"great effort, exertion, endeavour, endeavor, effort",努力[どりょく],どりょく,努力[どりょく]は 必要[ひつよう]です。,Effort is necessary.,Doryoku wa hitsuyou desu.,努力は必要です。,Polite. X は 必要です means 'X is necessary.',<img src='JPN1K-921.jpeg'>
JPN1K-922,922,直す,"to cure, to heal, to fix, to correct, to repair",直[なお]す,なおす,私[わたし]が 今[いま] これを 直[なお]す。,I'll fix this now.,Watashi ga ima kore o naosu.,私が今これを直す。,Plain (casual) dictionary form. Polite form is 直します.,<img src='JPN1K-922.jpeg'>
JPN1K-923,923,永遠,"eternity, perpetuity, immortality, permanence",永遠[えいえん],えいえん,愛[あい]は 本当[ほんとう]に 永遠[えいえん]ですか。,Is love really eternal?,Ai wa hontou ni eien desu ka.,愛は本当に永遠ですか。,永遠 is often used for a poetic or dramatic sense of “forever.” With です/だ it sounds neutral; in a question it’s polite.,<img src='JPN1K-923.jpeg'>
JPN1K-924,924,瞬間,"moment, second, instant",瞬間[しゅんかん],しゅんかん,その 瞬間[しゅんかん]、 時間[じかん]が 止[と]まったよ。,"In that moment, time stopped.","Sono shunkan, jikan ga tomatta yo.",その瞬間、時間が止まったよ。,瞬間 often pairs with その to mean “that moment.” It means a very short instant.,<img src='JPN1K-924.jpeg'>
JPN1K-925,925,少年,"boy, juvenile, young boy, youth, lad",少年[しょうねん],しょうねん,あの 少年[しょうねん]は 元気[げんき]です。,That boy is energetic.,Ano shonen wa genki desu.,あの少年は元気です。,"少年 is a formal/literary word for a young boy. In everyday talk, people often use more casual terms, but 少年 appears in news or written style.",<img src='JPN1K-925.jpeg'>
JPN1K-926,926,現実,reality,現実[げんじつ],げんじつ,これは 現実[げんじつ]ですか。,Is this reality?,Kore wa genjitsu desu ka.,これは現実ですか。,Used when something feels unbelievable. Polite.,<img src='JPN1K-926.jpeg'>
JPN1K-927,927,左,"left, left hand side",左[ひだり],ひだり,左[ひだり] を 見[み]て ください。,Please look to the left.,Hidari o mite kudasai.,左を見てください。,Polite request using te-form + kudasai. を marks what you should look at.,<img src='JPN1K-927.jpeg'>
JPN1K-928,928,ついに,"finally, at last",ついに,ついに,ついに 仕事[しごと] が 終[お]わった。,"Finally, the work is over.",Tsui ni shigoto ga owatta.,ついに仕事が終わった。,ついに is used when something happens after a long wait or effort. It can be for good or bad results.,<img src='JPN1K-928.jpeg'>
JPN1K-929,929,鳥,bird,鳥[とり],とり,鳥[とり] が 好[す]き です。,I like birds.,Tori ga suki desu.,鳥が好きです。,X が 好きです means you like X. It’s polite and very common.,<img src='JPN1K-929.jpeg'>
JPN1K-930,930,踊る,to dance,踊[おど]る,おどる,今夜[こんや]は ここで 一緒[いっしょ]に 踊[おど]る？,Shall we dance here tonight?,Konya wa koko de issho ni odoru?,今夜はここで一緒に踊る？,Casual invite. Using the dictionary form with a question makes a soft suggestion.,<img src='JPN1K-930.jpeg'>
JPN1K-931,931,見事,"splendid, magnificent, beautiful, admirable",見事[みごと],みごと,この 花[はな]は 見事[みごと]ですね。,This flower is magnificent.,Kono hana wa migoto desu ne.,この花は見事ですね。,Used to praise something impressive or beautiful. Polite with desu/ne.,<img src='JPN1K-931.jpeg'>
JPN1K-932,932,近い,"near, close, short (distance)",近[ちか]い,ちかい,ここ から 近[ちか]い ですか。,Is it close from here?,Koko kara chikai desu ka?,ここから近いですか。,近い is an i-adjective for physical distance. This is a polite question to ask if a place is nearby.,<img src='JPN1K-932.jpeg'>
JPN1K-933,933,影響,"influence, effect",影響[えいきょう],えいきょう,これは 影響[えいきょう] が 大[おお]きい。,This has a big impact.,Kore wa eikyou ga ookii.,これは影響が大きい。,Common phrase: 影響が大きい means something affects a lot or has a big effect. Natural in both casual and polite speech.,<img src='JPN1K-933.jpeg'>
JPN1K-934,934,治療,"medical treatment, cure",治療[ちりょう],ちりょう,治療[ちりょう] が 必要[ひつよう] です。,Medical treatment is necessary.,Chiryou ga hitsuyou desu.,治療が必要です。,Polite sentence. Pattern X ga hitsuyou desu means 'X is necessary' or 'need X.',<img src='JPN1K-934.jpeg'>
JPN1K-935,935,耳,ear,耳[みみ],みみ,耳[みみ]が 痛[いた]いです。,My ear hurts.,Mimi ga itai desu.,耳が痛いです。,Use Xが痛いです to say something hurts. が marks the thing that hurts.,<img src='JPN1K-935.jpeg'>
JPN1K-936,936,なくなる,"to be lost (e.g. luggage), to be missing",なくなる,なくなる,鍵[かぎ] が なくなる の？,Are the keys missing?,Kagi ga nakunaru no?,鍵がなくなるの？,"Use nakunaru when something is gone/missing by itself. For “I lost my keys,” people often say 鍵をなくす.",<img src='JPN1K-936.jpeg'>
JPN1K-937,937,押す,"to push, to press",押[お]す,おす,ここを 押[お]すの？,Do I press here?,Koko o osu no?,ここを押すの？,Casual question. Ending の makes it sound like you’re confirming or asking gently.,<img src='JPN1K-937.jpeg'>
JPN1K-938,938,美,Beauty,美[よし],よし,美[よし]はいい 名前[なまえ]です。,Yoshi is a good name.,Yoshi wa ii namae desu.,美はいい名前です。,Here 美 is a name reading (Yoshi). You can say “X wa ii namae desu” to compliment a name.,<img src='JPN1K-938.jpeg'>
JPN1K-939,939,緊張,tension,緊張[きんちょう],きんちょう,今[いま] は ちょっと 緊張[きんちょう] します。,I’m a little nervous now.,Ima wa chotto kincho shimasu.,今はちょっと緊張します。,This is polite. 緊張します means you feel nervous in that moment.,<img src='JPN1K-939.jpeg'>
JPN1K-940,940,申し訳,"apology, excuse",申し 訳[もうしわけ],し もうしわけ,本当[ほんとう]に 申し 訳[もうしわけ] ありません でした。,I am truly sorry.,Honto ni moushiwake arimasen deshita.,本当に申し訳ありませんでした。,"Very polite apology, often used in formal situations. Stronger than sumimasen.",<img src='JPN1K-940.jpeg'>
JPN1K-941,941,暮らす,"to live, to get along",暮[く]らす,くらす,ここであなたと 一緒[いっしょ]に 暮[く]らす？,Live here with you?,Koko de anata to issho ni kurasu?,ここであなたと一緒に暮らす？,"暮らす is used for living daily life, often with someone. This is a casual question.",<img src='JPN1K-941.jpeg'>
JPN1K-942,942,切れる,"to break, to snap, to be cut, to split, to crack",切[き]れる,きれる,よく 電話[でんわ]が 切[き]れる ね。,"The call often drops, huh.",Yoku denwa ga kireru ne.,よく電話が切れるね。,切れる is used for connections stopping. 電話が切れる means a phone call gets cut off. Casual with ね.,<img src='JPN1K-942.jpeg'>
JPN1K-943,943,代,substitution,代[だい],だい,私[わたし] が 彼[かれ] の 代[だい] として 行[い]く。,I'll go in his place.,Watashi ga kare no dai to shite iku.,私が彼の代として行く。,代 with として means acting as a substitute. Xの代として = as X's stand-in/on behalf of X.,<img src='JPN1K-943.jpeg'>
JPN1K-944,944,壊す,"to break, to destroy, to demolish",壊[こわ]す,こわす,それ、 壊[こわ]す と ダメ です。,"If you break that, it's not okay.","Sore, kowasu to dame desu.",それ、壊すとダメです。,"Pattern: X と ダメです means “If you do X, it’s not allowed/not okay.” Polite and common.",<img src='JPN1K-944.jpeg'>
JPN1K-945,945,辞める,"to resign, to retire, to quit, to leave (one's job, etc.",辞[や]める,やめる,会社[かいしゃ] を 辞[や]める の？,Are you quitting the company?,Kaisha o yameru no?,会社を辞めるの？,Casual question. Sentence-final の softens it and seeks confirmation.,<img src='JPN1K-945.jpeg'>
